id_student,code_module,code_presentation,gender,age_band,highest_education,disability,num_of_prev_attempts,studied_credits,final_result,cutoff_dia,imd_band_ord,avg_clicks_por_dia,active_days,unique_activities,click_variance,clicks_2a_metade,ratio_metade,clicks_por_dia_ativo,weighted_score,num_late,dias_antes_prazo_media,score_variance,delta_score,score_por_submissao,target
59185,AAA,2013J,1,1,2,0,0,60,Pass,28,7.0,30.0625,16.0,26.0,937.55859375,42.0,0.09545454545454546,28.294117647058822,6.7,0.0,1.0,0.0,0.0,3.35,0
62155,AAA,2013J,0,0,1,0,0,60,Pass,28,6.0,30.238095238095237,21.0,32.0,515.0385487528343,324.0,1.0384615384615385,28.863636363636363,7.3,0.0,2.0,0.0,0.0,3.65,0
63400,AAA,2013J,1,1,2,0,0,60,Pass,28,5.0,24.517241379310345,29.0,27.0,362.59453032104636,281.0,0.6519721577726219,23.7,8.3,0.0,0.0,0.0,0.0,4.15,0
65002,AAA,2013J,0,0,0,0,0,60,Withdrawn,95,8.0,17.0,10.0,25.0,207.6,54.0,0.46153846153846156,15.454545454545455,40.4,0.0,20.0,1.0,1.0,8.08,1
70464,AAA,2013J,0,1,0,0,0,60,Pass,28,7.0,31.153846153846153,13.0,34.0,618.5917159763313,130.0,0.47101449275362317,28.928571428571427,5.9,0.0,0.0,0.0,0.0,2.95,0
71361,AAA,2013J,1,1,1,0,0,60,Pass,28,0.0,32.09090909090909,33.0,30.0,603.4765840220385,357.0,0.5078236130867709,31.147058823529413,8.2,0.0,0.0,0.0,0.0,4.1,0
74372,AAA,2013J,1,1,0,0,0,150,Fail,28,0.0,7.8,5.0,8.0,6.960000000000001,28.0,2.3333333333333335,6.5,6.0,1.0,-3.0,0.0,0.0,3.0,0
75091,AAA,2013J,1,1,0,0,0,60,Pass,28,4.0,35.18518518518518,27.0,42.0,2785.8545953360767,276.0,0.4088888888888889,33.92857142857143,6.7,0.0,1.0,0.0,0.0,3.35,0
77367,AAA,2013J,1,0,0,0,0,60,Pass,28,4.0,12.208333333333334,24.0,23.0,145.24826388888889,116.0,0.651685393258427,11.72,7.3,0.0,1.0,0.0,0.0,3.65,0
91265,AAA,2013J,1,0,1,0,0,60,Pass,28,1.0,18.38888888888889,18.0,24.0,187.68209876543213,190.0,1.3380281690140845,17.42105263157895,7.5,1.0,-2.0,0.0,0.0,3.75,0
94961,AAA,2013J,1,1,2,0,0,60,Withdrawn,71,8.0,14.125,24.0,26.0,157.859375,45.0,0.15254237288135594,13.56,28.200000000000003,0.0,8.333333333333334,10.888888888888888,-2.3333333333333286,7.050000000000001,1
98094,AAA,2013J,1,1,2,0,0,60,Pass,28,8.0,39.142857142857146,28.0,44.0,1960.9795918367345,195.0,0.21618625277161863,37.793103448275865,6.2,0.0,1.0,0.0,0.0,3.1,0
100893,AAA,2013J,1,0,0,0,0,60,Pass,28,3.0,9.571428571428571,14.0,19.0,98.24489795918365,65.0,0.9285714285714286,8.933333333333334,6.3,0.0,2.0,0.0,0.0,3.15,0
101781,AAA,2013J,1,1,2,0,0,60,Pass,28,9.0,55.03846153846154,26.0,43.0,1669.7292899408285,433.0,0.43343343343343343,53.0,8.4,0.0,3.0,0.0,0.0,4.2,0
102806,AAA,2013J,1,0,0,0,0,60,Pass,28,4.0,17.516129032258064,31.0,27.0,137.02393340270552,131.0,0.3171912832929782,16.96875,8.0,0.0,0.0,0.0,0.0,4.0,0
102952,AAA,2013J,1,0,1,0,0,60,Pass,28,7.0,28.384615384615383,13.0,26.0,683.7751479289941,106.0,0.4015151515151515,26.357142857142858,7.6,0.0,0.0,0.0,0.0,3.8,0
104476,AAA,2013J,1,1,4,0,0,60,Pass,28,0.0,41.225806451612904,31.0,48.0,1748.9490114464102,187.0,0.17124542124542125,39.9375,0.0,0.0,0.0,0.0,0.0,0.0,0
106247,AAA,2013J,1,1,1,0,0,60,Withdrawn,174,9.0,14.090909090909092,33.0,43.0,431.29476584022035,69.0,0.17380352644836272,13.676470588235293,29.299999999999997,2.0,-7.0,84.66666666666667,-7.0,7.324999999999999,1
106577,AAA,2013J,1,0,2,0,0,60,Pass,28,3.0,26.5,12.0,27.0,485.25,109.0,0.5190476190476191,24.46153846153846,5.7,0.0,1.0,0.0,0.0,2.85,0
110175,AAA,2013J,1,1,1,0,0,60,Pass,28,9.0,14.428571428571429,14.0,28.0,226.673469387755,40.0,0.24539877300613497,13.466666666666667,6.6,0.0,1.0,0.0,0.0,3.3,0
111717,AAA,2013J,0,1,1,0,0,60,Pass,28,10.0,29.5,22.0,39.0,1085.4318181818182,94.0,0.16906474820143885,28.217391304347824,8.0,0.0,9.0,0.0,0.0,4.0,0
113295,AAA,2013J,1,1,2,0,0,60,Pass,28,7.0,37.53846153846154,26.0,29.0,1007.5562130177515,477.0,0.954,36.148148148148145,8.1,0.0,0.0,0.0,0.0,4.05,0
114017,AAA,2013J,0,1,4,0,0,60,Pass,28,0.0,34.3,10.0,21.0,460.60999999999996,50.0,0.17006802721088435,31.181818181818183,6.6,0.0,1.0,0.0,0.0,3.3,0
114999,AAA,2013J,1,1,1,0,0,60,Pass,28,7.0,16.333333333333332,21.0,30.0,268.12698412698415,100.0,0.4098360655737705,15.590909090909092,7.4,0.0,1.0,0.0,0.0,3.7,0
116541,AAA,2013J,1,0,1,0,0,60,Pass,28,1.0,25.27777777777778,18.0,26.0,394.2006172839506,278.0,1.5617977528089888,23.94736842105263,7.6,0.0,0.0,0.0,0.0,3.8,0
116692,AAA,2013J,1,1,0,0,0,60,Pass,28,8.0,28.88888888888889,18.0,29.0,850.7654320987655,93.0,0.21728971962616822,27.36842105263158,7.2,0.0,3.0,0.0,0.0,3.6,0
118983,AAA,2013J,1,0,1,0,0,120,Pass,28,4.0,8.428571428571429,7.0,7.0,21.102040816326532,41.0,2.1578947368421053,7.375,7.3,0.0,0.0,0.0,0.0,3.65,0
123044,AAA,2013J,1,1,0,0,0,60,Pass,28,5.0,33.526315789473685,19.0,27.0,982.3545706371193,300.0,0.8875739644970414,31.85,7.5,1.0,-6.0,0.0,0.0,3.75,0
127582,AAA,2013J,0,0,0,0,0,180,Pass,28,5.0,15.157894736842104,19.0,27.0,111.60664819944596,128.0,0.7950310559006211,14.4,6.9,1.0,-7.0,0.0,0.0,3.45,0
129955,AAA,2013J,1,0,0,0,0,60,Withdrawn,134,6.0,12.317073170731707,82.0,51.0,137.60678167757288,241.0,0.312987012987013,12.168674698795181,80.2,1.0,30.666666666666668,14.0,-4.0,11.457142857142857,1
132976,AAA,2013J,0,1,2,0,0,120,Pass,28,9.0,20.857142857142858,7.0,12.0,122.9795918367347,12.0,0.08888888888888889,18.25,6.3,0.0,1.0,0.0,0.0,3.15,0
134143,AAA,2013J,0,1,0,0,0,60,Distinction,28,10.0,32.80952380952381,21.0,32.0,1224.0589569160995,202.0,0.4139344262295082,31.318181818181817,8.7,0.0,1.0,0.0,0.0,4.35,0
135335,AAA,2013J,0,0,2,0,0,180,Withdrawn,29,3.0,5.7,10.0,8.0,30.21,34.0,1.4166666666666667,5.181818181818182,0.0,0.0,0.0,0.0,0.0,0.0,1
135400,AAA,2013J,0,1,2,1,0,60,Withdrawn,143,10.0,11.958333333333334,24.0,28.0,117.53993055555554,19.0,0.07063197026022305,11.48,43.7,2.0,-1.0,72.24000000000001,-15.399999999999999,7.283333333333334,1
137873,AAA,2013J,1,1,0,0,0,60,Pass,28,5.0,39.16,25.0,28.0,573.9744000000001,423.0,0.7594254937163375,37.65384615384615,7.2,0.0,4.0,0.0,0.0,3.6,0
141355,AAA,2013J,0,0,0,0,0,240,Pass,28,4.0,30.705882352941178,17.0,25.0,613.5017301038064,251.0,0.9227941176470589,29.0,7.7,0.0,0.0,0.0,0.0,3.85,0
141377,AAA,2013J,1,0,0,0,0,345,Withdrawn,128,10.0,15.88888888888889,9.0,21.0,528.9876543209878,9.0,0.06666666666666667,14.3,29.2,2.0,-10.25,93.6875,5.25,5.84,1
142326,AAA,2013J,0,1,0,0,0,60,Pass,28,6.0,34.5,12.0,28.0,822.25,135.0,0.48214285714285715,31.846153846153847,6.5,0.0,2.0,0.0,0.0,3.25,0
144801,AAA,2013J,0,1,1,0,0,60,Pass,28,9.0,34.84375,32.0,53.0,431.3193359375,497.0,0.802907915993538,33.78787878787879,6.1,0.0,0.0,0.0,0.0,3.05,0
145130,AAA,2013J,1,0,1,0,0,120,Pass,28,7.0,21.9,10.0,23.0,275.09000000000003,135.0,1.588235294117647,19.90909090909091,7.5,0.0,0.0,0.0,0.0,3.75,0
146188,AAA,2013J,0,0,0,1,0,60,Fail,28,3.0,16.5,8.0,19.0,132.25,46.0,0.5287356321839081,14.666666666666666,5.2,0.0,0.0,0.0,0.0,2.6,0
147756,AAA,2013J,1,0,2,0,0,120,Fail,28,7.0,14.76923076923077,26.0,22.0,216.63905325443787,100.0,0.3508771929824561,14.222222222222221,14.600000000000001,1.0,-3.0,16.0,-4.0,4.866666666666667,0
147793,AAA,2013J,0,0,2,0,0,90,Withdrawn,57,9.0,19.25,8.0,17.0,501.6875,133.0,6.045454545454546,17.11111111111111,5.2,1.0,-13.0,0.0,0.0,2.6,1
148993,AAA,2013J,0,1,0,1,0,60,Withdrawn,157,4.0,17.58490566037736,106.0,70.0,273.43147027411896,617.0,0.49439102564102566,17.42056074766355,80.0,6.0,-5.666666666666667,67.91666666666667,11.5,11.428571428571429,1
151358,AAA,2013J,0,0,0,0,0,150,Pass,28,9.0,7.4,5.0,7.0,19.04,10.0,0.35714285714285715,6.166666666666667,5.4,0.0,2.0,0.0,0.0,2.7,0
155550,AAA,2013J,1,1,0,0,0,420,Pass,28,1.0,27.0,17.0,26.0,706.2352941176471,323.0,2.3576642335766422,25.5,7.5,0.0,0.0,0.0,0.0,3.75,0
155854,AAA,2013J,0,1,0,0,0,60,Pass,28,3.0,29.78787878787879,33.0,30.0,573.6216712580349,286.0,0.40974212034383956,28.91176470588235,8.2,0.0,1.0,0.0,0.0,4.1,0
155984,AAA,2013J,0,0,2,0,0,60,Withdrawn,190,8.0,20.636363636363637,44.0,44.0,601.9132231404958,131.0,0.16838046272493573,20.177777777777777,77.6,4.0,-8.333333333333334,34.22222222222222,-7.666666666666671,11.085714285714285,1
157568,AAA,2013J,0,0,0,0,0,60,Pass,28,10.0,24.266666666666666,15.0,24.0,325.3955555555555,166.0,0.8341708542713567,22.75,7.9,0.0,1.0,0.0,0.0,3.95,0
159954,AAA,2013J,1,1,0,0,0,60,Withdrawn,122,5.0,17.954545454545453,66.0,58.0,290.22520661157023,333.0,0.3903868698710434,17.686567164179106,40.2,1.0,17.0,2.25,1.5,8.040000000000001,1
164259,AAA,2013J,1,0,0,0,0,60,Pass,28,8.0,14.0,6.0,14.0,28.666666666666668,53.0,1.65625,12.0,8.2,0.0,1.0,0.0,0.0,4.1,0
167906,AAA,2013J,0,1,0,0,0,60,Pass,28,5.0,28.5,14.0,24.0,873.6785714285714,151.0,0.606425702811245,26.6,6.0,0.0,0.0,0.0,0.0,3.0,0
168936,AAA,2013J,0,1,2,0,0,60,Pass,28,0.0,27.2,10.0,25.0,320.75999999999993,176.0,1.8144329896907216,24.727272727272727,7.6,0.0,0.0,0.0,0.0,3.8,0
172112,AAA,2013J,1,1,1,0,0,60,Pass,28,0.0,13.857142857142858,21.0,22.0,218.78911564625855,138.0,0.8961038961038961,13.227272727272727,6.0,0.0,0.0,0.0,0.0,3.0,0
172797,AAA,2013J,0,1,0,0,0,60,Pass,28,0.0,24.4,10.0,26.0,571.0399999999998,53.0,0.2760416666666667,22.181818181818183,6.0,0.0,1.0,0.0,0.0,3.0,0
174782,AAA,2013J,1,2,1,0,0,60,Pass,28,10.0,41.18421052631579,38.0,39.0,468.8871191135734,601.0,0.6227979274611399,40.12820512820513,8.3,0.0,2.0,0.0,0.0,4.15,0
175392,AAA,2013J,1,1,1,0,0,60,Pass,28,0.0,40.94285714285714,35.0,54.0,924.5110204081632,385.0,0.36701620591039086,39.80555555555556,8.5,0.0,3.0,0.0,0.0,4.25,0
175932,AAA,2013J,1,1,1,0,0,60,Pass,28,8.0,31.136363636363637,22.0,30.0,811.0268595041321,250.0,0.573394495412844,29.782608695652176,7.6,0.0,1.0,0.0,0.0,3.8,0
175991,AAA,2013J,0,0,0,0,0,180,Fail,28,9.0,18.8,5.0,11.0,1064.56,86.0,9.555555555555555,15.666666666666666,5.1,0.0,4.0,0.0,0.0,2.55,0
180753,AAA,2013J,1,0,0,0,0,120,Pass,28,4.0,21.535714285714285,28.0,23.0,273.67729591836735,197.0,0.48402948402948404,20.79310344827586,6.1,0.0,1.0,0.0,0.0,3.05,0
181316,AAA,2013J,0,1,0,0,0,120,Withdrawn,59,9.0,25.57894736842105,19.0,37.0,406.3490304709141,60.0,0.1405152224824356,24.3,7.6,1.0,-1.0,0.0,0.0,3.8,1
183096,AAA,2013J,0,0,0,0,0,60,Pass,28,7.0,29.52173913043478,23.0,36.0,579.8147448015125,167.0,0.3255360623781676,28.291666666666668,5.7,0.0,0.0,0.0,0.0,2.85,0
183947,AAA,2013J,1,0,0,0,0,180,Pass,28,0.0,29.0,8.0,28.0,586.75,95.0,0.6884057971014492,25.77777777777778,6.7,0.0,0.0,0.0,0.0,3.35,0
184271,AAA,2013J,1,1,1,0,0,170,Pass,28,9.0,13.481481481481481,27.0,31.0,253.65706447187932,97.0,0.3619402985074627,13.0,6.5,0.0,1.0,0.0,0.0,3.25,0
185439,AAA,2013J,1,0,1,0,0,120,Fail,28,0.0,27.454545454545453,11.0,27.0,241.52066115702482,161.0,1.1338028169014085,25.166666666666668,7.4,1.0,-5.0,0.0,0.0,3.7,0
186149,AAA,2013J,1,1,1,0,0,60,Pass,28,4.0,31.51851851851852,27.0,72.0,912.8422496570646,68.0,0.08673469387755102,30.392857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0
187100,AAA,2013J,1,1,0,0,0,60,Distinction,28,6.0,67.54054054054055,37.0,37.0,2112.248356464572,605.0,0.31926121372031663,65.76315789473684,8.8,0.0,2.0,0.0,0.0,4.4,0
188278,AAA,2013J,1,1,0,0,0,120,Withdrawn,59,8.0,29.479166666666668,48.0,41.0,1035.291232638889,422.0,0.4245472837022133,28.877551020408163,30.1,0.0,0.0,6.0,0.0,7.525,1
189879,AAA,2013J,1,0,0,0,0,120,Pass,28,10.0,28.11764705882353,17.0,32.0,990.4567474048444,276.0,1.3596059113300492,26.555555555555557,7.6,0.0,0.0,0.0,0.0,3.8,0
192183,AAA,2013J,0,0,2,0,0,60,Pass,28,10.0,22.8,30.0,31.0,356.22666666666674,240.0,0.5393258426966292,22.06451612903226,7.5,0.0,0.0,0.0,0.0,3.75,0
195262,AAA,2013J,1,0,0,0,0,60,Withdrawn,184,10.0,32.8448275862069,58.0,75.0,1853.9586801426876,1128.0,1.4498714652956297,32.28813559322034,10.0,1.0,-1.0,0.0,0.0,5.0,1
200860,AAA,2013J,1,1,2,0,0,60,Pass,28,6.0,12.047619047619047,21.0,30.0,259.56916099773235,44.0,0.20952380952380953,11.5,6.9,0.0,1.0,0.0,0.0,3.45,0
202635,AAA,2013J,0,0,0,0,0,60,Withdrawn,165,4.0,30.170212765957448,47.0,49.0,496.65187867813506,356.0,0.33490122295390407,29.541666666666668,33.2,3.0,-10.333333333333334,11.555555555555555,-1.3333333333333286,8.3,1
205350,AAA,2013J,1,1,1,0,0,60,Pass,28,9.0,27.625,24.0,52.0,551.6510416666666,118.0,0.21611721611721613,26.52,7.5,0.0,0.0,0.0,0.0,3.75,0
205719,AAA,2013J,1,0,0,1,0,90,Fail,28,5.0,23.4,10.0,24.0,465.84000000000003,125.0,1.1363636363636365,21.272727272727273,6.7,0.0,0.0,0.0,0.0,3.35,0
227499,AAA,2013J,0,1,0,0,0,60,Distinction,28,0.0,30.70967741935484,31.0,37.0,678.0770031217481,341.0,0.5571895424836601,29.75,8.4,0.0,0.0,0.0,0.0,4.2,0
227517,AAA,2013J,1,0,1,0,0,180,Fail,28,0.0,28.85,20.0,25.0,1222.3275,252.0,0.7730061349693251,27.476190476190474,6.3,0.0,1.0,0.0,0.0,3.15,0
228082,AAA,2013J,1,0,1,0,0,60,Pass,28,7.0,7.8,10.0,10.0,43.959999999999994,31.0,0.6458333333333334,7.090909090909091,5.8,0.0,0.0,0.0,0.0,2.9,0
228222,AAA,2013J,1,0,2,0,0,60,Pass,28,6.0,11.5,6.0,17.0,40.916666666666664,18.0,0.34615384615384615,9.857142857142858,7.1,0.0,0.0,0.0,0.0,3.55,0
229179,AAA,2013J,1,0,0,0,0,60,Pass,28,3.0,18.0,12.0,25.0,375.3333333333333,56.0,0.34782608695652173,16.615384615384617,6.4,0.0,0.0,0.0,0.0,3.2,0
229361,AAA,2013J,1,0,0,0,0,60,Pass,28,6.0,8.333333333333334,21.0,15.0,42.507936507936506,76.0,0.76,7.954545454545454,8.1,0.0,1.0,0.0,0.0,4.05,0
231554,AAA,2013J,1,0,0,0,0,240,Pass,28,5.0,26.15,20.0,21.0,730.2274999999998,231.0,0.78839590443686,24.904761904761905,8.0,0.0,0.0,0.0,0.0,4.0,0
235507,AAA,2013J,1,0,0,0,0,240,Withdrawn,108,10.0,9.047619047619047,21.0,24.0,100.71201814058956,0.0,0.0,8.636363636363637,18.7,1.0,-1.6666666666666667,250.88888888888889,-12.666666666666664,4.675,1
236284,AAA,2013J,1,0,4,0,0,60,Pass,28,10.0,25.666666666666668,6.0,19.0,1056.5555555555554,154.0,154.0,22.0,8.5,1.0,-4.0,0.0,0.0,4.25,0
238007,AAA,2013J,1,2,1,0,0,60,Pass,28,10.0,17.678571428571427,28.0,41.0,180.2181122448979,143.0,0.40509915014164305,17.06896551724138,8.3,0.0,0.0,0.0,0.0,4.15,0
240712,AAA,2013J,1,0,1,0,0,80,Pass,28,9.0,12.0,5.0,11.0,86.8,41.0,2.05,10.0,8.2,0.0,0.0,0.0,0.0,4.1,0
240884,AAA,2013J,1,0,0,0,0,120,Pass,28,10.0,26.833333333333332,6.0,21.0,250.47222222222226,105.0,1.8421052631578947,23.0,7.4,0.0,1.0,0.0,0.0,3.7,0
241649,AAA,2013J,1,1,1,0,0,60,Pass,28,10.0,26.458333333333332,24.0,33.0,766.4149305555557,87.0,0.15846994535519127,25.4,8.5,0.0,3.0,0.0,0.0,4.25,0
241729,AAA,2013J,0,1,1,0,0,60,Fail,28,7.0,19.166666666666668,18.0,28.0,194.13888888888889,105.0,0.43568464730290457,18.157894736842106,5.1,0.0,0.0,0.0,0.0,2.55,0
242793,AAA,2013J,1,1,1,0,0,60,Pass,28,3.0,19.181818181818183,11.0,47.0,490.694214876033,59.0,0.38562091503267976,17.583333333333332,6.6,0.0,1.0,0.0,0.0,3.3,0
246834,AAA,2013J,1,1,0,0,0,60,Pass,28,10.0,22.22222222222222,18.0,26.0,435.28395061728395,200.0,0.9950248756218906,21.05263157894737,6.0,0.0,1.0,0.0,0.0,3.0,0
248270,AAA,2013J,1,0,2,0,0,90,Pass,28,3.0,19.27027027027027,37.0,33.0,232.19722425127824,166.0,0.3029197080291971,18.763157894736842,7.7,0.0,0.0,0.0,0.0,3.85,0
255548,AAA,2013J,1,1,2,0,0,60,Pass,28,3.0,30.5,36.0,32.0,591.1944444444445,335.0,0.43848167539267013,29.675675675675677,8.4,0.0,0.0,0.0,0.0,4.2,0
256815,AAA,2013J,1,0,1,0,0,120,Pass,28,0.0,19.285714285714285,7.0,14.0,672.4897959183673,2.0,0.014925373134328358,16.875,0.0,0.0,0.0,0.0,0.0,0.0,0
258392,AAA,2013J,0,0,2,0,0,60,Pass,28,4.0,19.153846153846153,13.0,29.0,612.7455621301774,111.0,0.7985611510791367,17.785714285714285,5.8,0.0,1.0,0.0,0.0,2.9,0
258894,AAA,2013J,0,1,2,0,0,60,Pass,28,8.0,23.205882352941178,34.0,27.0,931.1046712802768,409.0,1.073490813648294,22.542857142857144,5.8,0.0,0.0,0.0,0.0,2.9,0
260355,AAA,2013J,0,1,0,0,0,60,Withdrawn,169,9.0,9.906976744186046,43.0,35.0,88.73553272038941,172.0,0.6745098039215687,9.681818181818182,17.5,3.0,-5.666666666666667,738.8888888888888,-16.666666666666664,4.375,1
262011,AAA,2013J,1,1,0,0,0,60,Pass,28,3.0,22.5,16.0,26.0,593.75,38.0,0.11764705882352941,21.176470588235293,6.0,0.0,1.0,0.0,0.0,3.0,0
262934,AAA,2013J,0,1,0,0,0,60,Pass,28,4.0,35.65384615384615,26.0,38.0,863.8417159763313,243.0,0.35474452554744523,34.333333333333336,8.1,0.0,1.0,0.0,0.0,4.05,0
268073,AAA,2013J,1,1,0,0,0,90,Fail,28,0.0,46.25,16.0,26.0,610.8125,300.0,0.6802721088435374,43.529411764705884,6.4,0.0,1.0,0.0,0.0,3.2,0
268733,AAA,2013J,1,0,0,0,0,180,Withdrawn,186,4.0,10.444444444444445,18.0,14.0,193.80246913580248,47.0,0.33098591549295775,9.894736842105264,12.1,2.0,-5.5,64.0,-8.0,4.033333333333333,1
271251,AAA,2013J,1,1,0,0,0,60,Pass,28,9.0,33.666666666666664,30.0,40.0,629.6222222222224,241.0,0.312987012987013,32.58064516129032,8.0,0.0,0.0,0.0,0.0,4.0,0
277880,AAA,2013J,0,0,0,0,0,60,Withdrawn,176,7.0,25.714285714285715,77.0,63.0,960.074211502783,506.0,0.3430508474576271,25.384615384615383,67.2,3.0,28.666666666666668,4.222222222222222,-2.3333333333333286,9.6,1
279572,AAA,2013J,1,0,2,0,0,60,Distinction,28,5.0,22.625,16.0,29.0,894.609375,65.0,0.2181208053691275,21.294117647058822,7.9,0.0,1.0,0.0,0.0,3.95,0
281022,AAA,2013J,0,0,0,0,0,150,Pass,28,4.0,12.0,11.0,14.0,100.9090909090909,78.0,1.4181818181818182,11.0,7.0,0.0,1.0,0.0,0.0,3.5,0
281250,AAA,2013J,1,1,2,0,0,60,Fail,28,8.0,11.714285714285714,7.0,15.0,90.77551020408161,20.0,0.31746031746031744,10.25,6.3,0.0,1.0,0.0,0.0,3.15,0
281589,AAA,2013J,1,0,1,0,0,60,Fail,28,4.0,12.25,4.0,8.0,78.6875,0.0,0.0,9.8,0.0,0.0,0.0,0.0,0.0,0.0,0
282821,AAA,2013J,1,1,0,0,0,60,Pass,28,4.0,44.1578947368421,19.0,33.0,495.18559556786704,332.0,0.6535433070866141,41.95,6.1,0.0,0.0,0.0,0.0,3.05,0
286488,AAA,2013J,1,1,0,0,0,60,Pass,28,10.0,10.181818181818182,11.0,17.0,75.2396694214876,9.0,0.08653846153846154,9.333333333333334,5.5,0.0,1.0,0.0,0.0,2.75,0
287548,AAA,2013J,1,0,0,0,0,120,Pass,28,10.0,19.545454545454547,11.0,20.0,265.702479338843,80.0,0.5882352941176471,17.916666666666668,6.9,1.0,-2.0,0.0,0.0,3.45,0
290201,AAA,2013J,1,0,0,0,0,60,Pass,28,3.0,34.64705882352941,17.0,26.0,487.87543252595157,190.0,0.475,32.72222222222222,7.8,0.0,1.0,0.0,0.0,3.9,0
290757,AAA,2013J,1,0,0,0,0,60,Pass,28,4.0,21.833333333333332,6.0,16.0,257.47222222222223,70.0,1.1290322580645162,18.714285714285715,7.5,0.0,1.0,0.0,0.0,3.75,0
291334,AAA,2013J,1,1,0,0,0,60,Distinction,28,10.0,39.411764705882355,34.0,46.0,1323.8304498269895,360.0,0.3669724770642202,38.285714285714285,8.5,0.0,1.0,0.0,0.0,4.25,0
293699,AAA,2013J,1,0,0,0,0,120,Pass,28,8.0,3.0,2.0,3.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0
294570,AAA,2013J,1,2,1,0,0,60,Pass,28,10.0,25.227272727272727,22.0,30.0,634.6301652892563,174.0,0.45549738219895286,24.130434782608695,7.2,0.0,3.0,0.0,0.0,3.6,0
294594,AAA,2013J,1,0,0,0,0,60,Pass,28,10.0,14.642857142857142,14.0,18.0,142.515306122449,64.0,0.4507042253521127,13.666666666666666,6.1,0.0,1.0,0.0,0.0,3.05,0
295741,AAA,2013J,1,1,0,0,0,240,Fail,28,5.0,13.555555555555555,18.0,27.0,213.69135802469134,123.0,1.0081967213114753,12.842105263157896,13.55,0.0,1.0,400.0,20.0,4.516666666666667,0
296332,AAA,2013J,1,2,4,0,0,60,Distinction,28,10.0,29.91304347826087,23.0,45.0,518.8620037807182,198.0,0.40325865580448067,28.666666666666668,9.1,0.0,1.0,0.0,0.0,4.55,0
298696,AAA,2013J,0,0,1,0,0,60,Pass,28,9.0,11.833333333333334,18.0,22.0,58.138888888888886,64.0,0.4266666666666667,11.210526315789474,7.7,0.0,0.0,0.0,0.0,3.85,0
300398,AAA,2013J,1,1,0,0,0,60,Pass,28,4.0,28.0,24.0,28.0,889.6666666666666,110.0,0.19538188277087035,26.88,8.2,1.0,-1.0,0.0,0.0,4.1,0
302302,AAA,2013J,0,0,0,0,0,60,Fail,28,5.0,17.0,9.0,14.0,39.55555555555556,51.0,0.49514563106796117,15.3,5.8,0.0,1.0,0.0,0.0,2.9,0
